Customer ID,LifeStage
15181,Active
15182,VIP
15183,AtRisk
15184,Active
15186,Growing
15188,AtRisk
15189,Active
15190,New
15191,Growing
15192,Active
15194,VIP
15196,Growing
15197,Active
15198,Active
15199,VIP
15200,Normal
15201,Growing
15202,VIP
15203,VIP
15207,Active
15208,New
15209,AtRisk
15210,Active
15211,New
15212,New
15215,VIP
15216,AtRisk
15217,AtRisk
15218,VIP
15219,AtRisk
15221,VIP
15222,Growing
15223,AtRisk
15224,Growing
15227,Active
15228,Growing
15229,AtRisk
15231,AtRisk
15233,New
15235,Active
15240,VIP
15241,Growing
15242,New
15243,New
15244,AtRisk
15245,VIP
15246,AtRisk
15247,Growing
15248,VIP
15249,Growing
15250,AtRisk
15251,VIP
15252,Active
15253,Active
15254,AtRisk
15255,VIP
15256,AtRisk
15257,New
15259,Growing
15260,VIP
15261,Active
15262,Active
15264,Normal
15265,AtRisk
15266,Active
15268,Growing
15269,Active
15270,VIP
15271,VIP
15272,Growing
15273,AtRisk
15276,Active
15277,New
15278,AtRisk
15279,Active
15280,Growing
15281,VIP
15282,AtRisk
15283,Active
15284,Normal
15285,New
15287,Active
15288,VIP
15289,Growing
15290,VIP
15291,VIP
15293,AtRisk
15294,New
15295,AtRisk
15296,VIP
15298,VIP
15299,VIP
15301,VIP
15302,AtRisk
15303,AtRisk
15304,Active
15305,AtRisk
15306,Growing
15309,AtRisk
15310,Normal
15311,VIP
15312,VIP
15314,Active
15317,AtRisk
15321,Growing
15322,Normal
15323,AtRisk
15324,AtRisk
15325,VIP
15326,AtRisk
15328,New
15329,VIP
15331,Growing
15332,VIP
15336,New
15337,New
15338,AtRisk
15339,Active
15340,AtRisk
15341,New
15346,Active
15347,Active
15350,Active
15351,VIP
15352,AtRisk
15353,VIP
15354,AtRisk
15356,Active
15358,VIP
15359,AtRisk
15361,Growing
15362,Growing
15363,Active
15365,VIP
15366,VIP
15367,VIP
15368,New
15369,Growing
15370,New
15371,AtRisk
15372,Growing
15373,Active
15374,AtRisk
15375,AtRisk
15377,Active
15378,Growing
15379,New
15380,VIP
15381,Active
15382,VIP
15384,Active
15385,Active
15387,Normal
15389,VIP
15390,Active
15391,AtRisk
15392,Active
15393,AtRisk
15394,VIP
15396,AtRisk
15400,Active
15401,Growing
15402,Active
15403,Growing
15404,New
15405,AtRisk
15406,Growing
15409,AtRisk
15410,AtRisk
15413,AtRisk
15416,Growing
15418,Active
15420,Growing
15421,VIP
15422,VIP
15423,AtRisk
15424,Normal
15425,VIP
15426,Active
15428,Active
15430,Growing
15431,Normal
15432,Normal
15434,VIP
15437,AtRisk
15439,Active
15441,Active
15443,Growing
15445,AtRisk
15446,Active
15447,Growing
15448,AtRisk
15451,Growing
15452,Active
15454,AtRisk
15455,AtRisk
15456,VIP
15458,New
15459,Active
15461,Growing
15462,New
15465,VIP
15466,Active
15468,New
15469,New
15470,AtRisk
15471,Active
15473,New
15474,AtRisk
15476,VIP
15477,AtRisk
15478,AtRisk
15479,AtRisk
15480,Growing
15481,New
15482,VIP
15483,Active
15484,Growing
15485,VIP
15486,Normal
15487,AtRisk
15488,Growing
15489,Active
15490,New
15493,VIP
15494,Growing
15495,New
15496,AtRisk
15497,VIP
15498,VIP
15499,AtRisk
15501,Active
15502,VIP
15503,AtRisk
15504,Growing
15506,Active
15509,New
15512,Active
15513,VIP
15514,VIP
15515,New
15518,VIP
15519,Active
15521,VIP
15523,VIP
15524,AtRisk
15525,Active
15527,VIP
15529,Active
15530,Normal
15532,VIP
15534,AtRisk
15535,Active
15536,New
15538,Growing
15540,New
15542,Growing
15543,Normal
15544,VIP
15545,New
15546,AtRisk
15547,VIP
15548,AtRisk
15549,Active
15550,VIP
15551,Active
15552,AtRisk
15555,VIP
15558,AtRisk
15559,AtRisk
15560,Active
15561,Active
15562,Active
15563,Growing
15564,Growing
15566,Active
15569,VIP
15570,VIP
15571,VIP
15572,VIP
15573,AtRisk
15574,Active
15575,AtRisk
15577,AtRisk
15579,Active
15580,Active
15581,VIP
15583,New
15584,Active
15586,AtRisk
15587,Active
15588,AtRisk
15590,VIP
15591,AtRisk
15595,Normal
15596,VIP
15597,AtRisk
15598,New
15599,New
15600,Growing
15601,VIP
15602,VIP
15603,AtRisk
15605,Active
15606,VIP
15607,Growing
15608,New
15611,Active
15613,AtRisk
15614,Growing
15615,VIP
15616,New
15617,Active
15620,New
15622,Growing
15623,VIP
15625,VIP
15626,New
15627,Growing
15628,VIP
15629,Growing
15630,AtRisk
15631,AtRisk
15633,Growing
15634,New
15635,New
15636,Growing
15637,Active
15638,VIP
15639,Growing
15640,VIP
15641,VIP
15642,AtRisk
15645,Active
15646,Active
15647,New
15649,Active
15650,Growing
15651,Active
15652,Active
15658,Active
15659,Active
15660,Active
15661,Active
15662,AtRisk
15664,Growing
15665,VIP
15666,Growing
15670,AtRisk
15672,AtRisk
15673,Growing
15674,VIP
15675,New
15677,Active
15678,VIP
15680,VIP
15681,VIP
15682,AtRisk
15683,Normal
15684,AtRisk
15685,New
15686,New
15688,New
15689,AtRisk
15691,Active
15693,AtRisk
15694,VIP
15695,AtRisk
15696,Active
15697,AtRisk
15698,AtRisk
15702,Growing
15704,Growing
15708,Active
15709,AtRisk
15710,New
15711,AtRisk
15712,VIP
15713,Active
15714,Growing
15715,AtRisk
15716,VIP
15717,Active
15718,Normal
15719,VIP
15720,AtRisk
15722,Growing
15723,Active
15724,New
15726,New
15727,VIP
15728,Active
15729,Active
15730,Active
15731,AtRisk
15732,Active
15734,Growing
15735,New
15736,Growing
15738,VIP
15741,Growing
15742,AtRisk
15747,VIP
15748,Growing
15750,VIP
15751,Growing
15752,VIP
15754,Growing
15755,VIP
15757,VIP
15759,Growing
15760,AtRisk
15761,New
15764,Growing
15765,AtRisk
15766,Growing
15768,Growing
15769,VIP
15770,AtRisk
15771,AtRisk
15772,New
15773,New
15774,Active
15775,AtRisk
15777,Active
15778,New
15779,Growing
15782,New
15784,Growing
15785,VIP
15786,VIP
15788,Normal
15789,Growing
15791,Growing
15792,Active
15793,VIP
15794,AtRisk
15795,Growing
15796,VIP
15797,AtRisk
15798,Growing
15799,New
15800,Growing
15803,Growing
15805,VIP
15807,Active
15808,VIP
15809,Growing
15810,VIP
15811,VIP
15812,Growing
15814,Active
15816,Growing
15817,VIP
15818,AtRisk
15819,Growing
15822,Growing
15823,VIP
15824,Growing
15826,AtRisk
15827,VIP
15828,New
15833,AtRisk
15834,VIP
15837,Normal
15838,VIP
15841,VIP
15842,Active
15845,Growing
15846,New
15847,Growing
15848,AtRisk
15850,Active
15851,Normal
15852,Normal
15854,VIP
15855,Normal
15856,VIP
15857,New
15858,VIP
15859,New
15860,VIP
15861,Growing
15862,VIP
15863,AtRisk
15864,New
15865,Active
15867,VIP
15868,AtRisk
15869,AtRisk
15870,Active
15871,New
15872,Active
15873,Growing
15874,VIP
15875,AtRisk
15876,VIP
15878,AtRisk
15879,Active
15880,New
15882,Active
15884,Growing
15885,VIP
15886,Active
15887,Active
15888,Active
15889,Active
15890,Active
15892,AtRisk
15893,Normal
15894,New
15898,VIP
15899,New
15900,Active
15901,Growing
15902,New
15903,VIP
15905,Normal
15906,Active
15908,Growing
15910,VIP
15911,AtRisk
15912,Growing
15913,Normal
15914,Active
15915,New
15916,VIP
15917,AtRisk
15918,AtRisk
15919,New
15920,Active
15921,Active
15922,New
15923,New
15924,AtRisk
15926,Normal
15927,AtRisk
15928,AtRisk
15929,AtRisk
15931,New
15934,VIP
15936,Active
15938,Growing
15939,New
15941,AtRisk
15943,AtRisk
15944,VIP
15945,Active
15946,Growing
15948,New
15950,VIP
15951,New
15953,VIP
15954,AtRisk
15955,VIP
15956,AtRisk
15957,Active
15958,Active
15959,AtRisk
15960,Active
15961,New
15962,New
15964,AtRisk
15965,VIP
15966,New
15967,VIP
15968,New
15969,Active
15970,AtRisk
15971,VIP
15972,Growing
15973,Active
15976,Active
15978,Growing
15979,AtRisk
15980,Growing
15981,VIP
15982,AtRisk
15983,VIP
15984,VIP
15985,Growing
15986,New
15987,Active
15988,AtRisk
15989,Active
15990,Growing
15991,Normal
15992,Active
15994,Active
15995,New
15996,Active
15998,VIP
15999,AtRisk
16001,New
16002,AtRisk
16003,VIP
16004,Growing
16005,VIP
16006,New
16007,Active
16008,VIP
16010,Active
16011,VIP
16012,VIP
16013,VIP
16014,Active
16016,Active
16017,Active
16018,Active
16019,VIP
16021,Active
16024,Active
16027,Growing
16028,AtRisk
16029,VIP
16032,Growing
16033,VIP
16034,Active
16035,AtRisk
16036,VIP
16037,Growing
16039,Active
16040,Growing
16042,Active
16043,Active
16044,New
16045,VIP
16046,AtRisk
16047,AtRisk
16048,Active
16049,Active
16050,Active
16051,AtRisk
16053,VIP
16054,Active
16057,Growing
16058,New
16059,VIP
16060,Active
16061,New
16062,VIP
16064,AtRisk
16065,VIP
16067,AtRisk
16068,AtRisk
16069,New
16071,Growing
16072,Growing
16074,New
16075,Growing
16077,AtRisk
16078,AtRisk
16080,Active
16081,VIP
16082,AtRisk
16083,Active
16085,Active
16086,VIP
16087,VIP
16088,AtRisk
16089,Active
16090,AtRisk
16092,Growing
16094,VIP
16095,Normal
16096,Active
16098,VIP
16099,Active
16100,Normal
16101,Growing
16103,VIP
16104,VIP
16105,Growing
16108,Growing
16109,AtRisk
16110,Normal
16111,New
16115,Active
16117,Active
16118,AtRisk
16119,Active
16120,VIP
16121,Active
16122,Active
16124,VIP
16125,VIP
16126,VIP
16127,AtRisk
16128,VIP
16129,Active
16130,Active
16131,VIP
16132,Growing
16133,VIP
16134,VIP
16135,AtRisk
16136,AtRisk
16137,AtRisk
16138,Active
16139,AtRisk
16140,Active
16141,New
16143,VIP
16145,VIP
16146,New
16147,VIP
16148,New
16149,New
16150,VIP
16153,VIP
16155,Active
16156,VIP
16158,Growing
16159,Growing
16161,VIP
16163,VIP
16165,Normal
16166,Growing
16167,Active
16168,VIP
16170,VIP
16172,Growing
16174,Growing
16175,Growing
16176,VIP
16177,Growing
16178,New
16180,Growing
16182,Growing
16183,Active
16185,AtRisk
16186,VIP
16188,New
16190,VIP
16191,VIP
16192,AtRisk
16193,New
16194,New
16195,AtRisk
16196,Normal
16197,Growing
16198,New
16199,Active
16200,VIP
16201,New
16202,VIP
16203,Active
16204,Active
16205,Active
16206,VIP
16208,VIP
16209,VIP
16210,VIP
16211,Active
16212,AtRisk
16214,New
16218,Active
16219,Normal
16221,Active
16222,AtRisk
16223,Active
16224,New
16225,VIP
16226,Active
16227,Growing
16228,Active
16229,VIP
16231,Active
16232,VIP
16233,VIP
16234,Growing
16235,Active
16237,New
16238,New
16239,Active
16241,VIP
16242,VIP
16244,New
16246,Growing
16250,Active
16251,Normal
16252,New
16253,VIP
16254,Active
16255,VIP
16256,Growing
16258,VIP
16259,Active
16261,Active
16262,New
16263,New
16264,Growing
16265,VIP
16266,Active
16267,AtRisk
16269,New
16271,Growing
16273,AtRisk
16274,New
16275,Growing
16276,Growing
16277,AtRisk
16278,Growing
16279,VIP
16280,AtRisk
16281,Active
16282,Growing
16283,VIP
16284,New
16285,AtRisk
16286,Growing
16287,Active
16288,Normal
16289,Normal
16290,Growing
16291,AtRisk
16292,Active
16293,VIP
16294,Normal
16296,AtRisk
16298,Active
16299,Normal
16300,Growing
16301,AtRisk
16303,VIP
16304,AtRisk
16306,Active
16307,Growing
16308,VIP
16310,Active
16312,New
16314,VIP
16315,Normal
16316,VIP
16317,AtRisk
16320,Growing
16321,AtRisk
16323,AtRisk
16325,VIP
16326,VIP
16327,VIP
16328,AtRisk
16329,Growing
16330,Active
16331,Growing
16332,Growing
16334,Normal
16335,AtRisk
16336,VIP
16340,Growing
16341,Growing
16343,New
16344,Growing
16345,Normal
16346,New
16347,VIP
16348,New
16350,Active
16351,VIP
16353,VIP
16354,Active
16355,New
16356,Active
16357,New
16358,New
16359,Active
16362,New
16365,VIP
16366,AtRisk
16367,New
16368,New
16369,Growing
16371,New
16372,Active
16373,Active
16374,Active
16375,Growing
16377,AtRisk
16381,Active
16382,Active
16383,VIP
16384,Growing
16385,Active
16386,New
16387,Active
16388,AtRisk
16390,Growing
16391,Active
16392,Active
16393,VIP
16395,VIP
16396,Normal
16397,AtRisk
16399,New
16400,VIP
16401,VIP
16402,New
16406,Growing
16407,Active
16408,AtRisk
16409,VIP
16410,AtRisk
16411,Active
16412,Active
16413,New
16414,Growing
16415,AtRisk
16416,VIP
16417,Normal
16418,Active
16419,AtRisk
16420,New
16421,Active
16422,VIP
16424,New
16428,Active
16430,Active
16433,New
16434,Growing
16435,Growing
16436,AtRisk
16437,Active
16439,AtRisk
16440,Normal
16441,Active
16442,AtRisk
16443,Normal
16444,VIP
16445,Active
16447,AtRisk
16448,Normal
16450,AtRisk
16451,AtRisk
16452,AtRisk
16453,Growing
16454,AtRisk
16455,VIP
16456,VIP
16458,VIP
16459,AtRisk
16461,AtRisk
16465,Active
16466,VIP
16467,Growing
16468,Growing
16469,Normal
16470,VIP
16471,Active
16472,Growing
16473,New
16476,New
16477,VIP
16481,AtRisk
16485,Growing
16486,Normal
16487,AtRisk
16489,Active
16490,New
16491,New
16492,Normal
16493,Growing
16496,Growing
16497,VIP
16499,VIP
16500,Active
16501,New
16502,AtRisk
16503,VIP
16507,AtRisk
16508,AtRisk
16510,VIP
16511,Active
16515,VIP
16518,Active
16519,Active
16520,VIP
16521,Active
16522,Growing
16523,VIP
16524,Growing
16525,VIP
16526,AtRisk
16527,New
16529,Growing
16530,AtRisk
16531,Active
16532,Growing
16534,AtRisk
16535,Active
16537,AtRisk
16538,Growing
16539,VIP
16540,New
16541,AtRisk
16542,New
16543,AtRisk
16544,Growing
16545,New
16546,VIP
16547,AtRisk
16548,AtRisk
16549,VIP
16550,VIP
16551,Active
16552,New
16553,VIP
16554,VIP
16555,Growing
16556,VIP
16558,VIP
16559,New
16560,VIP
16562,Normal
16563,VIP
16564,AtRisk
16565,Active
16568,Growing
16569,AtRisk
16570,VIP
16571,VIP
16574,Active
16576,Active
16577,AtRisk
16578,AtRisk
16579,New
16583,Active
16584,Growing
16585,AtRisk
16586,Growing
16588,Active
16589,New
16590,Active
16592,VIP
16593,Active
16595,VIP
16596,Active
16599,New
16600,Active
16601,Active
16602,New
16604,AtRisk
16605,AtRisk
16606,Active
16607,VIP
16608,Growing
16611,VIP
16612,VIP
16614,Active
16615,AtRisk
16619,VIP
16620,VIP
16622,Normal
16623,Active
16625,Active
16628,Active
16630,New
16631,Growing
16632,Growing
16634,VIP
16635,New
16636,Growing
16638,Active
16639,New
16640,New
16641,AtRisk
16642,New
16643,New
16645,AtRisk
16646,New
16647,Growing
16648,Growing
16649,Normal
16650,Active
16651,AtRisk
16652,VIP
16654,Active
16655,VIP
16656,VIP
16658,Active
16660,Active
16661,Growing
16662,New
16663,AtRisk
16664,AtRisk
16666,AtRisk
16668,Active
16670,VIP
16673,AtRisk
16675,Growing
16676,Active
16677,Active
16679,Active
16680,Growing
16681,AtRisk
16683,Normal
16684,VIP
16686,VIP
16687,New
16690,Active
16691,Active
16692,Active
16693,Active
16694,AtRisk
16695,AtRisk
16699,Active
16700,VIP
16701,VIP
16702,Active
16704,AtRisk
16705,VIP
16707,Active
16709,VIP
16710,VIP
16711,Active
16712,Active
16713,VIP
16714,AtRisk
16715,AtRisk
16716,AtRisk
16717,VIP
16718,VIP
16719,VIP
16720,Active
16722,VIP
16723,Growing
16724,New
16725,Active
16726,Active
16727,Active
16731,AtRisk
16732,VIP
16733,Normal
16735,VIP
16736,Growing
16737,AtRisk
16739,Normal
16740,New
16741,AtRisk
16742,Growing
16743,Growing
16746,VIP
16748,VIP
16749,AtRisk
16752,New
16754,VIP
16755,Growing
16756,Active
16757,New
16760,New
16763,AtRisk
16765,New
16767,VIP
16768,Active
16769,Growing
16770,Active
16771,Growing
16772,VIP
16773,Growing
16774,Active
16775,Active
16776,New
16777,Active
16779,VIP
16780,New
16781,Active
16782,VIP
16783,New
16784,Active
16785,New
16786,New
16787,Active
16788,Active
16791,VIP
16792,Active
16794,Active
16795,VIP
16797,VIP
16798,AtRisk
16799,Growing
16802,AtRisk
16805,AtRisk
16807,Growing
16809,Growing
16810,New
16812,VIP
16814,VIP
16815,Growing
16817,Active
16819,Growing
16821,New
16822,AtRisk
16823,VIP
16824,New
16825,Active
16827,Active
16829,New
16830,Growing
16831,AtRisk
16832,Growing
16833,Growing
16834,AtRisk
16835,Active
16836,Active
16838,Growing
16839,VIP
16840,AtRisk
16841,Growing
16843,VIP
16844,AtRisk
16845,AtRisk
16846,AtRisk
16847,AtRisk
16848,Active
16854,Active
16856,Active
16857,New
16858,VIP
16859,Active
16860,Growing
16861,Active
16862,AtRisk
16863,Active
16864,Growing
16865,New
16867,AtRisk
16868,Active
16870,Normal
16872,Growing
16873,Growing
16874,New
16875,Growing
16876,New
16880,Normal
16883,VIP
16884,AtRisk
16885,New
16886,Normal
16887,Active
16888,Active
16889,Active
16890,Growing
16891,Active
16892,AtRisk
16893,Active
16894,Growing
16895,Growing
16896,AtRisk
16898,Active
16899,Active
16901,AtRisk
16903,Active
16904,Active
16905,VIP
16906,Growing
16907,Active
16908,AtRisk
16911,AtRisk
16912,VIP
16913,AtRisk
16915,Active
16916,Active
16917,AtRisk
16918,VIP
16919,VIP
16920,New
16921,Growing
16922,AtRisk
16923,VIP
16925,Normal
16926,Active
16928,Active
16931,Active
16932,Active
16933,VIP
16934,Active
16935,Active
16936,New
16937,Normal
16938,VIP
16939,Growing
16940,Growing
16941,AtRisk
16943,Growing
16944,AtRisk
16945,VIP
16946,Active
16947,Growing
16948,Growing
16950,VIP
16952,Growing
16954,VIP
16955,Active
16958,New
16960,VIP
16961,Active
16962,New
16964,AtRisk
16970,AtRisk
16972,Active
16973,New
16974,Growing
16975,Active
16977,Active
16978,AtRisk
16979,Active
16980,New
16983,VIP
16984,VIP
16985,VIP
16986,Growing
16987,Active
16988,New
16990,New
16991,New
16992,VIP
16993,Growing
16996,Active
16998,New
17000,Active
17001,VIP
17002,Growing
17003,Active
17004,Active
17005,Growing
17006,Active
17007,New
17008,New
17009,AtRisk
17011,AtRisk
17012,AtRisk
17016,AtRisk
17017,VIP
17018,Active
17019,VIP
17020,Growing
17021,Growing
17022,New
17023,Active
17025,Active
17026,Active
17027,Growing
17028,AtRisk
17029,Active
17031,VIP
17032,AtRisk
17033,New
17034,Active
17035,AtRisk
17036,New
17038,New
17039,AtRisk
17040,AtRisk
17041,Active
17043,Active
17044,VIP
17045,Active
17046,Growing
17047,Growing
17048,Growing
17049,VIP
17050,VIP
17051,Growing
17055,New
17056,AtRisk
17057,AtRisk
17059,VIP
17062,Active
17063,VIP
17065,AtRisk
17066,AtRisk
17067,AtRisk
17068,VIP
17069,VIP
17070,New
17071,Active
17072,AtRisk
17074,AtRisk
17075,Growing
17076,Active
17077,AtRisk
17080,Active
17081,Active
17082,VIP
17083,VIP
17084,New
17085,VIP
17087,AtRisk
17089,New
17090,Active
17091,VIP
17092,Growing
17093,AtRisk
17094,New
17095,Growing
17096,VIP
17097,Active
17098,Active
17099,Normal
17101,Active
17103,AtRisk
17104,New
17106,New
17107,VIP
17108,AtRisk
17109,Active
17110,Growing
17111,New
17112,Normal
17113,AtRisk
17115,AtRisk
17116,AtRisk
17121,New
17122,Active
17123,Growing
17126,Active
17127,Growing
17129,Normal
17132,Growing
17133,Growing
17134,New
17135,Active
17136,AtRisk
17137,Active
17138,VIP
17139,VIP
17141,Active
17142,Active
17143,Active
17145,Growing
17146,Growing
17147,Growing
17149,New
17150,Active
17151,AtRisk
17152,New
17155,Growing
17156,Normal
17157,Growing
17158,AtRisk
17159,Growing
17160,VIP
17161,New
17163,Growing
17165,VIP
17167,Active
17168,Normal
17169,AtRisk
17170,Active
17171,AtRisk
17172,Growing
17176,Growing
17177,Normal
17178,AtRisk
17179,Active
17180,VIP
17181,Active
17182,Active
17184,AtRisk
17185,AtRisk
17187,Normal
17188,Growing
17189,AtRisk
17190,Active
17191,VIP
17192,Normal
17193,Active
17194,Normal
17195,AtRisk
17196,New
17198,Active
17199,AtRisk
17200,Active
17201,Growing
17202,New
17203,VIP
17204,VIP
17205,Active
17207,AtRisk
17208,New
17209,AtRisk
17210,New
17211,VIP
17212,Growing
17213,VIP
17215,Normal
17216,AtRisk
17217,AtRisk
17218,VIP
17219,New
17220,Active
17221,AtRisk
17222,Growing
17223,Active
17224,Normal
17225,AtRisk
17226,Growing
17227,Active
17228,Active
17230,AtRisk
17231,VIP
17233,Growing
17235,Active
17236,Active
17237,Active
17238,VIP
17239,Active
17240,AtRisk
17241,VIP
17242,Growing
17243,VIP
17244,Active
17245,AtRisk
17246,AtRisk
17248,Normal
17249,New
17251,Active
17254,New
17255,Active
17256,Growing
17257,Growing
17258,Active
17259,Active
17260,New
17261,Normal
17262,VIP
17264,New
17266,Growing
17268,Growing
17269,New
17270,Growing
17271,AtRisk
17273,New
17274,New
17275,New
17276,New
17278,AtRisk
17280,New
17281,Active
17282,Growing
17283,New
17284,Active
17285,AtRisk
17286,Active
17287,VIP
17288,Active
17289,Active
17290,Active
17292,Growing
17293,VIP
17294,AtRisk
17296,AtRisk
17298,Active
17299,Growing
17300,Active
17301,AtRisk
17304,Normal
17305,AtRisk
17306,Active
17307,VIP
17308,VIP
17309,Active
17310,Active
17311,VIP
17314,VIP
17315,VIP
17316,New
17318,AtRisk
17319,AtRisk
17320,VIP
17321,Active
17322,Active
17323,Active
17324,Active
17325,Active
17326,Active
17327,Active
17328,AtRisk
17329,AtRisk
17330,Growing
17332,Growing
17334,New
17335,Active
17336,Normal
17338,VIP
17339,Active
17340,VIP
17341,Active
17342,Active
17343,Active
17344,AtRisk
17345,Active
17346,VIP
17348,Growing
17349,Active
17350,Active
17351,Growing
17352,AtRisk
17353,Growing
17354,Growing
17355,New
17356,AtRisk
17358,Active
17359,AtRisk
17360,Active
17361,AtRisk
17362,Active
17363,Active
17364,VIP
17365,VIP
17366,Growing
17368,Active
17369,New
17371,AtRisk
17372,VIP
17373,Active
17374,New
17375,New
17376,Active
17377,VIP
17378,New
17380,Growing
17381,VIP
17382,Growing
17383,New
17384,Normal
17386,New
17388,VIP
17389,VIP
17390,New
17392,New
17393,Active
17395,Normal
17396,VIP
17397,New
17400,AtRisk
17401,Normal
17402,VIP
17403,New
17404,VIP
17406,VIP
17407,New
17408,Growing
17409,VIP
17411,Active
17412,VIP
17413,Active
17414,VIP
17416,VIP
17417,AtRisk
17418,New
17419,VIP
17420,Active
17421,Active
17422,VIP
17423,New
17426,Growing
17428,VIP
17429,Active
17430,Active
17432,Active
17433,New
17435,New
17436,Active
17437,Normal
17438,Growing
17439,AtRisk
17440,AtRisk
17441,AtRisk
17442,VIP
17448,Growing
17449,VIP
17450,VIP
17454,Growing
17456,Active
17457,VIP
17458,New
17460,VIP
17463,AtRisk
17464,Growing
17465,VIP
17467,New
17468,New
17469,VIP
17470,VIP
17471,Normal
17472,AtRisk
17473,Active
17474,AtRisk
17476,Active
17477,AtRisk
17478,Active
17479,AtRisk
17480,New
17482,Growing
17483,New
17484,AtRisk
17487,AtRisk
17488,AtRisk
17490,Active
17491,VIP
17492,Growing
17493,New
17494,Normal
17495,New
17496,AtRisk
17497,Active
17499,AtRisk
17504,VIP
17505,AtRisk
17508,VIP
17510,New
17511,VIP
17512,Growing
17513,Active
17514,AtRisk
17515,Active
17516,New
17518,Active
17519,VIP
17521,Active
17524,Growing
17525,Active
17526,VIP
17529,AtRisk
17530,Active
17531,Growing
17532,New
17533,New
17534,Growing
17536,Active
17539,AtRisk
17540,Active
17541,Normal
17542,AtRisk
17543,AtRisk
17544,Active
17545,Active
17547,Active
17548,Active
17550,VIP
17552,VIP
17553,Growing
17555,Active
17556,New
17557,AtRisk
17558,New
17559,Normal
17560,Active
17561,Active
17563,AtRisk
17565,AtRisk
17567,Active
17568,AtRisk
17570,New
17571,Normal
17572,Active
17575,AtRisk
17576,VIP
17577,AtRisk
17578,Growing
17579,AtRisk
17580,Active
17581,VIP
17582,Growing
17583,AtRisk
17584,Growing
17585,Growing
17586,AtRisk
17587,AtRisk
17588,VIP
17589,VIP
17591,Active
17592,AtRisk
17593,VIP
17594,Growing
17596,VIP
17597,VIP
17598,New
17599,Normal
17601,New
17602,Growing
17603,AtRisk
17604,Active
17605,AtRisk
17606,AtRisk
17607,New
17608,Growing
17609,Active
17610,Growing
17611,VIP
17612,VIP
17615,Active
17616,Active
17617,AtRisk
17618,VIP
17621,VIP
17622,AtRisk
17623,VIP
17624,Growing
17625,Growing
17626,AtRisk
17627,Normal
17629,Active
17631,Active
17633,Active
17635,Active
17638,AtRisk
17639,Active
17640,VIP
17642,Growing
17643,Active
17644,VIP
17646,VIP
17647,AtRisk
17648,New
17649,Growing
17651,Growing
17655,Active
17657,New
17659,Active
17660,AtRisk
17662,AtRisk
17663,VIP
17664,Growing
17665,Normal
17666,Growing
17667,Growing
17669,Growing
17671,Active
17672,VIP
17673,VIP
17674,New
17675,VIP
17676,Active
17677,VIP
17678,AtRisk
17679,Growing
17680,Active
17681,AtRisk
17682,VIP
17683,Active
17685,VIP
17686,VIP
17687,New
17688,New
17689,Active
17690,VIP
17691,Active
17692,VIP
17694,Growing
17695,Active
17696,VIP
17699,Growing
17700,VIP
17702,Active
17703,New
17705,Growing
17706,VIP
17707,Active
17708,Active
17709,Growing
17710,New
17713,Active
17714,Active
17715,AtRisk
17716,VIP
17717,New
17718,AtRisk
17720,VIP
17721,AtRisk
17722,VIP
17723,New
17726,Active
17728,Active
17729,AtRisk
17730,VIP
17731,AtRisk
17732,VIP
17734,Growing
17735,VIP
17738,VIP
17739,VIP
17740,Active
17741,Active
17742,Growing
17743,New
17744,New
17745,Growing
17746,Growing
17748,Normal
17749,AtRisk
17751,New
17753,Growing
17754,VIP
17756,Active
17757,VIP
17758,Growing
17759,Active
17760,Active
17762,Normal
17763,AtRisk
17764,Active
17765,New
17766,Active
17767,New
17768,Active
17769,VIP
17771,Growing
17772,New
17773,Growing
17774,VIP
17776,Active
17778,AtRisk
17780,AtRisk
17782,Active
17783,Normal
17784,AtRisk
17785,Growing
17787,New
17789,AtRisk
17790,Active
17792,Growing
17794,AtRisk
17796,Active
17797,Active
17798,AtRisk
17799,VIP
17801,Growing
17802,VIP
17803,New
17804,Active
17805,AtRisk
17807,Active
17808,AtRisk
17809,VIP
17810,AtRisk
17811,VIP
17812,Active
17814,VIP
17815,New
17816,Active
17817,Active
17818,AtRisk
17819,VIP
17820,New
17821,New
17822,VIP
17823,Active
17825,AtRisk
17826,New
17827,AtRisk
17829,VIP
17833,AtRisk
17834,Active
17838,VIP
17840,New
17841,VIP
17842,AtRisk
17843,New
17845,AtRisk
17847,Growing
17848,VIP
17849,Growing
17850,VIP
17851,VIP
17852,Active
17853,VIP
17854,Growing
17855,New
17857,VIP
17858,VIP
17860,Active
17861,VIP
17862,Active
17863,VIP
17864,Active
17865,VIP
17866,Growing
17867,Active
17868,New
17869,Active
17870,Active
17871,Active
17872,New
17873,VIP
17875,AtRisk
17876,VIP
17878,Active
17880,AtRisk
17882,Active
17883,Growing
17884,VIP
17886,Growing
17888,Active
17889,Active
17894,Active
17897,VIP
17898,Growing
17901,Growing
17902,AtRisk
17903,New
17905,VIP
17907,AtRisk
17908,Active
17909,AtRisk
17910,AtRisk
17912,New
17913,VIP
17915,AtRisk
17916,AtRisk
17918,Growing
17919,New
17920,VIP
17921,VIP
17922,Normal
17923,Growing
17924,Active
17925,New
17926,Growing
17927,AtRisk
17928,AtRisk
17929,VIP
17930,VIP
17931,VIP
17933,AtRisk
17934,New
17935,Active
17938,New
17940,Growing
17941,AtRisk
17944,New
17945,AtRisk
17949,VIP
17950,Active
17951,Active
17952,Active
17953,Normal
