Customer ID,FirstPurchase,LastPurchase,TotalOrders,TotalQuantity,TotalRevenue,AvgOrderValue,LifeDays
13584,2010-02-02 08:40:00,2010-07-29 13:36:00,2,326,250.05,125.025,177
13585,2009-12-01 14:56:00,2010-06-27 12:33:00,3,1386,684.54,228.17999999999998,207
13586,2010-06-16 13:47:00,2010-06-16 13:47:00,1,39,131.53,131.53,0
13587,2010-02-14 13:17:00,2010-09-16 13:52:00,3,484,961.1,320.3666666666667,214
13589,2009-12-06 10:26:00,2010-09-16 13:29:00,4,179,741.09,185.27249999999998,284
13590,2009-12-01 13:37:00,2010-11-29 11:40:00,12,3428,4367.67,363.9725,362
13591,2009-12-14 15:44:00,2010-09-30 08:59:00,4,365,976.8100000000001,244.2025,289
13593,2010-03-02 16:36:00,2010-11-17 13:11:00,9,1459,3486.61,387.4011111111111,259
13594,2010-08-11 10:23:00,2010-08-11 10:23:00,1,37,136.35000000000002,136.35000000000002,0
13595,2010-03-03 14:42:00,2010-07-11 12:36:00,3,353,818.22,272.74,129
13597,2010-11-02 09:30:00,2010-11-04 14:54:00,2,231,396.71,198.355,2
13598,2010-02-26 11:22:00,2010-08-01 13:21:00,4,343,609.42,152.355,156
13599,2009-12-01 12:30:00,2010-12-08 10:13:00,14,3200,5013.96,358.14,371
13600,2010-03-15 17:16:00,2010-03-15 17:16:00,1,275,298.9,298.9,0
13601,2010-06-11 15:03:00,2010-11-12 15:20:00,2,424,491.82,245.91000000000003,154
13602,2010-05-28 11:49:00,2010-11-23 12:14:00,3,271,596.28,198.76,179
13604,2010-02-19 12:02:00,2010-02-19 12:02:00,1,242,717.62,717.62,0
13605,2010-05-17 15:46:00,2010-11-17 17:16:00,2,425,522.67,261.33500000000004,184
13607,2010-11-02 11:48:00,2010-11-02 11:48:00,1,178,400.3,400.3,0
13608,2010-06-17 12:28:00,2010-06-17 12:28:00,1,113,236.2,236.2,0
13609,2010-04-25 13:26:00,2010-04-25 13:26:00,1,19,167.35,167.35,0
13610,2010-01-05 14:12:00,2010-11-17 15:31:00,7,393,1044.0,149.14285714285714,316
13611,2009-12-03 07:57:00,2010-11-30 16:26:00,7,1236,2147.73,306.81857142857143,362
13612,2010-03-17 12:14:00,2010-03-17 12:14:00,1,444,818.29,818.29,0
13613,2010-02-17 12:40:00,2010-09-13 12:01:00,5,445,1039.8500000000001,207.96999999999997,207
13614,2010-06-06 13:42:00,2010-11-11 12:20:00,2,258,748.73,374.365,157
13615,2010-01-28 15:43:00,2010-11-05 13:42:00,7,2721,5854.84,836.4057142857143,280
13616,2010-01-17 14:56:00,2010-05-20 12:59:00,2,175,288.1,144.05,122
13617,2010-08-01 15:23:00,2010-10-27 14:00:00,5,293,734.57,146.914,86
13619,2010-02-03 14:16:00,2010-06-13 11:39:00,2,84,231.69,115.845,129
13620,2010-06-29 15:02:00,2010-06-29 15:02:00,1,74,112.34,112.34,0
13622,2010-01-12 13:22:00,2010-01-12 13:22:00,1,379,658.95,658.95,0
13623,2009-12-02 13:57:00,2010-11-24 13:36:00,5,729,1818.71,363.742,356
13624,2010-11-16 13:43:00,2010-11-16 13:43:00,1,820,462.08,462.08,0
13625,2010-04-22 10:50:00,2010-04-22 10:50:00,1,144,301.26,301.26,0
13626,2010-11-25 16:12:00,2010-11-25 16:12:00,1,189,449.81,449.81,0
13627,2010-03-09 14:03:00,2010-08-08 14:32:00,2,363,607.43,303.715,152
13628,2010-02-01 14:44:00,2010-02-01 14:44:00,1,106,310.14,310.14,0
13629,2010-02-11 17:34:00,2010-10-22 09:48:00,8,3350,5578.5,697.3125,252
13632,2010-04-07 10:59:00,2010-11-10 12:03:00,3,602,1526.88,508.96000000000004,217
13634,2010-01-10 14:26:00,2010-11-30 11:57:00,11,1392,3498.31,318.0281818181818,323
13635,2009-12-01 09:46:00,2010-09-23 10:06:00,3,1207,1928.1299999999999,642.71,296
13639,2010-09-29 10:05:00,2010-09-29 10:05:00,1,197,312.93,312.93,0
13640,2010-04-07 15:33:00,2010-04-07 15:33:00,1,108,405.0,405.0,0
13641,2009-12-05 13:17:00,2010-03-09 07:37:00,5,1098,1016.47,203.294,93
13642,2010-10-03 12:23:00,2010-10-03 12:33:00,3,80,159.92,53.306666666666665,0
13643,2009-12-08 12:48:00,2010-11-22 15:19:00,7,629,1637.33,233.9042857142857,349
13646,2010-11-05 12:00:00,2010-11-05 12:13:00,2,79,326.25,163.125,0
13647,2010-04-15 12:55:00,2010-08-02 10:31:00,4,908,1393.56,348.39000000000004,108
13648,2009-12-01 18:13:00,2010-11-04 14:46:00,8,960,1764.02,220.5025,337
13649,2010-06-30 16:35:00,2010-12-08 14:46:00,5,724,1332.28,266.456,160
13650,2010-01-26 08:44:00,2010-11-30 13:55:00,4,824,1451.66,362.91499999999996,308
13651,2010-11-23 09:44:00,2010-11-23 09:44:00,1,29,132.65,132.65,0
13652,2010-02-25 17:37:00,2010-12-06 09:21:00,3,992,1475.77,491.92333333333335,283
13653,2010-08-09 08:19:00,2010-08-09 08:19:00,1,72,152.2,152.2,0
13654,2009-12-02 11:43:00,2010-11-24 16:41:00,5,2580,3600.67,720.134,357
13655,2010-04-27 09:59:00,2010-11-30 08:24:00,4,620,1347.54,336.885,216
13656,2010-04-23 12:50:00,2010-07-28 10:48:00,2,372,699.2,349.6,95
13658,2010-02-05 13:17:00,2010-11-21 16:10:00,4,1152,3386.33,846.5825,289
13659,2010-02-17 09:05:00,2010-10-19 14:09:00,10,1645,3321.68,332.168,244
13660,2010-11-04 16:10:00,2010-11-04 16:10:00,1,137,314.59,314.59,0
13661,2010-04-15 14:58:00,2010-04-15 14:58:00,1,118,325.24,325.24,0
13662,2010-02-19 13:21:00,2010-11-19 10:58:00,8,636,1352.35,169.04375,272
13663,2010-03-03 10:11:00,2010-11-24 13:55:00,4,802,1858.04,464.51,266
13665,2010-07-23 13:29:00,2010-11-18 13:06:00,3,1652,1711.6599999999999,570.5533333333333,117
13666,2009-12-04 10:48:00,2010-10-15 15:46:00,2,13,43.25,21.625,315
13668,2009-12-11 14:28:00,2010-11-21 11:52:00,14,2391,6726.35,480.4535714285715,344
13669,2010-10-28 15:05:00,2010-10-28 15:05:00,1,156,195.0,195.0,0
13671,2010-11-10 10:50:00,2010-11-10 10:50:00,1,107,194.95,194.95,0
13672,2009-12-09 11:40:00,2009-12-09 11:40:00,1,81,233.53000000000003,233.53000000000003,0
13674,2010-10-03 10:41:00,2010-10-03 10:41:00,1,102,240.68,240.68,0
13676,2010-03-30 16:53:00,2010-06-18 17:30:00,2,104,243.9,121.95000000000002,80
13677,2010-07-07 17:25:00,2010-10-31 11:32:00,2,218,556.1899999999999,278.095,115
13679,2009-12-04 16:52:00,2010-08-03 12:13:00,3,102,281.26,93.75333333333333,241
13680,2009-12-04 14:14:00,2010-08-25 13:05:00,8,3316,7713.25,964.15625,263
13683,2010-09-08 10:00:00,2010-09-08 10:00:00,1,180,258.6,258.6,0
13684,2010-03-28 14:48:00,2010-11-14 11:34:00,3,196,529.75,176.58333333333334,230
13686,2010-11-03 13:44:00,2010-11-24 14:44:00,2,308,337.04,168.52,21
13687,2010-09-27 16:30:00,2010-09-27 16:30:00,1,87167,11880.84,11880.84,0
13688,2010-03-14 14:11:00,2010-03-14 14:11:00,1,130,375.5,375.5,0
13689,2010-09-21 10:27:00,2010-09-21 10:27:00,1,210,349.5,349.5,0
13691,2010-11-08 17:34:00,2010-11-08 17:34:00,1,145,212.78,212.78,0
13692,2010-10-15 13:28:00,2010-10-27 09:57:00,2,875,1626.08,813.04,11
13693,2009-12-07 11:29:00,2010-11-30 18:21:00,9,880,2011.82,223.53555555555556,358
13694,2009-12-04 15:26:00,2010-12-01 12:12:00,94,125893,131443.19,1398.3318085106382,361
13695,2010-05-11 11:07:00,2010-05-11 11:07:00,1,188,266.6,266.6,0
13696,2010-02-11 14:17:00,2010-10-14 09:44:00,3,552,2020.4,673.4666666666667,244
13698,2010-01-27 09:02:00,2010-04-22 11:52:00,2,231,465.53000000000003,232.76500000000001,85
13699,2010-06-07 13:03:00,2010-06-07 13:03:00,1,153,455.57,455.57,0
13700,2010-02-07 10:53:00,2010-10-18 11:38:00,3,505,348.34,116.11333333333334,253
13701,2010-09-19 12:39:00,2010-09-19 12:39:00,1,80,161.0,161.0,0
13702,2010-09-20 11:40:00,2010-09-20 11:40:00,1,74,135.18,135.18,0
13703,2010-10-20 13:11:00,2010-10-20 13:11:00,1,118,326.06,326.06,0
13705,2010-03-25 17:19:00,2010-12-01 10:29:00,5,646,1323.47,264.694,250
13706,2010-03-23 09:18:00,2010-03-23 09:18:00,1,112,300.38,300.38,0
13707,2010-06-21 11:57:00,2010-10-06 10:05:00,3,1859,2559.45,853.15,106
13709,2010-01-11 10:40:00,2010-09-19 15:17:00,5,614,1263.7,252.74,251
13710,2010-04-06 12:54:00,2010-10-12 10:22:00,2,160,329.04,164.51999999999998,188
13711,2009-12-15 19:04:00,2010-10-29 15:05:00,7,679,1540.2,220.02857142857144,317
13712,2010-04-08 11:16:00,2010-04-08 11:16:00,1,776,537.58,537.58,0
13713,2010-05-05 16:48:00,2010-10-27 16:18:00,3,286,743.26,247.75333333333333,174
13714,2010-08-31 13:57:00,2010-08-31 13:57:00,1,50,161.35,161.35,0
13715,2010-03-11 15:33:00,2010-12-02 08:52:00,13,4371,7403.95,569.5346153846153,265
13717,2010-08-11 09:40:00,2010-09-08 16:17:00,2,185,318.29,159.14499999999998,28
13719,2010-05-17 14:36:00,2010-11-11 12:40:00,6,990,1773.57,295.59499999999997,177
13721,2010-11-09 17:59:00,2010-11-09 17:59:00,1,196,217.39999999999998,217.39999999999998,0
13722,2010-03-03 14:13:00,2010-10-15 10:18:00,7,1658,3260.0,465.7142857142857,225
13723,2010-04-07 14:32:00,2010-11-12 16:59:00,5,586,1009.35,201.87,219
13724,2010-03-12 15:28:00,2010-03-12 15:28:00,1,130,213.01,213.01,0
13727,2009-12-09 13:25:00,2010-04-07 12:14:00,6,208,746.57,124.42833333333334,118
13728,2009-12-09 17:13:00,2010-11-17 13:50:00,10,811,1839.03,183.903,342
13729,2010-01-24 14:57:00,2010-09-30 10:44:00,3,419,724.73,241.57666666666668,248
13733,2009-12-04 15:28:00,2010-10-25 12:18:00,2,335,487.03000000000003,243.51500000000001,324
13734,2010-04-16 08:42:00,2010-07-19 12:04:00,4,303,6701.640000000001,1675.4100000000003,94
13735,2009-12-13 13:31:00,2010-11-28 13:43:00,9,3028,6927.9800000000005,769.7755555555556,350
13736,2009-12-06 12:07:00,2010-10-10 11:41:00,5,1055,2034.31,406.86199999999997,307
13738,2010-11-08 15:23:00,2010-11-08 15:23:00,1,240,440.93,440.93,0
13739,2010-06-30 10:25:00,2010-06-30 10:25:00,1,22,75.3,75.3,0
13740,2009-12-02 12:22:00,2010-10-20 13:30:00,4,566,1247.02,311.755,322
13745,2010-06-11 17:19:00,2010-06-11 17:19:00,1,650,477.32,477.32,0
13746,2010-10-22 11:55:00,2010-10-22 11:55:00,1,83,176.69,176.69,0
13747,2010-10-11 09:15:00,2010-12-01 10:37:00,2,60,169.79999999999998,84.89999999999999,51
13748,2009-12-01 16:44:00,2010-12-01 09:00:00,5,669,1320.1,264.02,364
13750,2010-04-01 14:49:00,2010-11-24 11:07:00,6,854,1954.92,325.82,236
13752,2010-06-30 10:23:00,2010-06-30 10:23:00,1,131,404.45000000000005,404.45000000000005,0
13753,2009-12-03 10:20:00,2010-04-20 14:08:00,3,938,1353.31,451.1033333333333,138
13754,2010-09-28 15:29:00,2010-09-28 15:29:00,1,101,164.45000000000002,164.45000000000002,0
13756,2009-12-15 15:18:00,2010-12-07 11:41:00,10,2253,4017.9800000000005,401.798,356
13757,2010-02-03 12:37:00,2010-02-03 12:37:00,1,54,195.55,195.55,0
13758,2009-12-01 10:06:00,2010-12-08 15:39:00,10,3224,6226.43,622.643,372
13760,2010-04-25 13:10:00,2010-10-31 15:18:00,3,426,1076.85,358.95,189
13761,2010-02-21 11:08:00,2010-07-25 12:50:00,4,437,881.52,220.38,154
13762,2010-01-10 12:13:00,2010-04-25 15:51:00,4,2336,2165.76,541.44,105
13763,2010-09-30 17:39:00,2010-10-18 13:25:00,2,2496,3502.48,1751.24,17
13764,2010-03-07 12:56:00,2010-05-19 15:47:00,3,1167,1431.5,477.1666666666667,73
13765,2010-02-24 13:46:00,2010-02-24 13:46:00,1,297,352.821,352.821,0
13766,2010-08-01 14:25:00,2010-08-01 14:25:00,1,137,190.35,190.35,0
13767,2009-12-01 10:52:00,2010-12-05 13:29:00,39,7913,18320.170000000002,469.74794871794876,369
13768,2009-12-09 10:25:00,2009-12-13 10:41:00,2,373,875.97,437.985,4
13769,2009-12-16 11:59:00,2010-12-07 13:28:00,11,1411,3003.9100000000003,273.08272727272725,356
13770,2009-12-09 14:44:00,2010-10-13 15:10:00,4,468,785.37,196.3425,308
13771,2010-02-25 12:37:00,2010-06-24 13:42:00,5,1663,3094.37,618.874,119
13772,2010-02-23 13:55:00,2010-11-04 13:14:00,5,910,1982.09,396.418,253
13773,2010-02-18 10:27:00,2010-11-08 11:49:00,2,174,301.54,150.77,263
13775,2010-04-28 12:15:00,2010-04-28 12:15:00,1,455,1049.66,1049.66,0
13776,2010-10-07 16:07:00,2010-10-07 16:11:00,2,2,623.98,311.99,0
13777,2009-12-02 09:47:00,2010-12-08 15:35:00,37,13845,30501.260000000002,824.3583783783785,371
13778,2010-05-23 13:34:00,2010-08-05 14:52:00,3,441,945.79,315.2633333333333,74
13779,2010-07-12 11:24:00,2010-07-12 11:24:00,1,53,161.13,161.13,0
13780,2010-10-28 19:51:00,2010-10-28 19:51:00,1,163,375.81,375.81,0
13781,2009-12-18 15:46:00,2010-04-26 14:30:00,2,270,650.99,325.495,128
13782,2009-12-06 12:52:00,2010-09-12 10:40:00,7,278,881.72,125.96000000000001,279
13783,2010-02-04 13:47:00,2010-08-09 09:23:00,4,3437,1542.09,385.5225,185
13784,2010-09-15 12:27:00,2010-10-01 08:19:00,3,334,447.44,149.14666666666668,15
13785,2010-09-05 16:01:00,2010-10-07 09:25:00,4,151,542.49,135.6225,31
13786,2009-12-03 15:32:00,2010-12-07 13:53:00,6,1516,3128.54,521.4233333333333,368
13787,2010-01-14 10:13:00,2010-09-07 11:55:00,4,661,913.46,228.365,236
13788,2010-07-22 15:50:00,2010-07-22 15:50:00,1,1,3.75,3.75,0
13789,2010-11-16 15:31:00,2010-11-16 15:31:00,1,258,239.45999999999998,239.45999999999998,0
13792,2010-10-13 11:05:00,2010-10-13 11:05:00,1,64,188.4,188.4,0
13793,2010-03-03 08:25:00,2010-03-03 08:25:00,1,52,96.0,96.0,0
13794,2010-06-11 12:30:00,2010-06-11 12:30:00,1,63,126.03,126.03,0
13795,2010-03-12 12:44:00,2010-11-16 17:25:00,4,1250,836.3,209.075,249
13796,2010-07-28 14:45:00,2010-07-28 14:45:00,1,218,289.7,289.7,0
13797,2010-03-02 12:17:00,2010-09-29 10:34:00,3,573,1179.45,393.15000000000003,210
13798,2009-12-08 16:21:00,2010-12-02 17:24:00,54,24399,38683.02,716.3522222222222,359
13799,2010-03-05 16:39:00,2010-09-21 12:02:00,7,1137,2114.71,302.1014285714286,199
13800,2009-12-03 10:03:00,2010-10-05 14:19:00,2,560,1121.24,560.62,306
13802,2010-02-16 10:11:00,2010-11-30 12:28:00,16,11557,21659.69,1353.730625,287
13803,2010-03-31 10:00:00,2010-10-04 10:52:00,2,710,1061.84,530.92,187
13804,2010-09-29 10:26:00,2010-09-30 16:20:00,2,335,572.73,286.365,1
13807,2009-12-04 12:41:00,2010-12-07 15:48:00,3,116,422.2,140.73333333333332,368
13809,2010-09-05 11:42:00,2010-11-10 09:35:00,2,252,524.65,262.325,65
13813,2009-12-06 10:16:00,2010-06-30 08:50:00,4,740,1398.61,349.65250000000003,205
13814,2010-06-30 14:12:00,2010-06-30 14:12:00,1,350,678.2,678.2,0
13815,2010-02-12 10:26:00,2010-10-29 11:42:00,4,2821,3448.38,862.095,259
13818,2010-10-06 12:35:00,2010-10-06 12:35:00,1,60,61.28,61.28,0
13819,2009-12-01 16:18:00,2010-02-08 15:30:00,3,1200,1502.0,500.6666666666667,68
13820,2010-01-28 12:26:00,2010-10-17 13:46:00,3,287,660.65,220.2166666666667,262
13821,2010-01-04 13:36:00,2010-11-11 13:24:00,4,330,1025.09,256.2725,310
13823,2009-12-15 14:34:00,2010-11-24 13:32:00,5,1125,2445.79,489.158,343
13824,2010-03-12 15:17:00,2010-11-25 17:33:00,7,674,1615.82,230.83142857142857,258
13825,2009-12-09 14:30:00,2010-03-28 11:02:00,2,182,255.59,127.79500000000002,108
13829,2010-10-14 18:19:00,2010-10-14 18:19:00,1,12,102.0,102.0,0
13830,2010-05-07 12:24:00,2010-05-07 12:24:00,1,47,156.85000000000002,156.85000000000002,0
13831,2009-12-10 14:50:00,2010-12-05 12:13:00,13,1812,4820.59,370.8146153846154,359
13832,2010-10-13 14:41:00,2010-10-13 14:41:00,1,394,561.49,561.49,0
13833,2010-10-31 14:11:00,2010-10-31 14:11:00,1,126,316.56,316.56,0
13834,2010-02-08 12:52:00,2010-05-12 10:27:00,2,221,324.19,162.095,92
13835,2010-03-04 08:26:00,2010-07-08 11:50:00,3,78,260.7,86.89999999999999,126
13836,2010-10-21 13:27:00,2010-11-05 13:31:00,2,273,620.37,310.185,15
13838,2010-05-09 11:40:00,2010-12-05 10:45:00,7,531,1274.3600000000001,182.0514285714286,209
13839,2010-08-10 13:52:00,2010-08-10 13:52:00,1,25,139.95000000000002,139.95000000000002,0
13840,2010-10-19 13:34:00,2010-10-19 13:34:00,1,358,651.4,651.4,0
13842,2010-02-16 15:54:00,2010-12-08 10:39:00,10,1111,2244.29,224.429,294
13843,2010-11-23 17:48:00,2010-11-23 17:48:00,1,145,319.75,319.75,0
13846,2010-11-05 09:47:00,2010-11-05 09:47:00,1,317,442.73,442.73,0
13847,2009-12-20 10:41:00,2009-12-20 10:41:00,1,96,310.72,310.72,0
13848,2009-12-09 16:17:00,2010-12-08 15:10:00,6,6500,2080.0,346.6666666666667,363
13849,2010-03-25 12:03:00,2010-11-07 12:13:00,3,867,1931.35,643.7833333333333,227
13851,2010-01-29 11:54:00,2010-11-25 11:34:00,5,820,1955.0,391.0,299
13852,2010-04-08 09:06:00,2010-04-08 09:06:00,1,85,187.35000000000002,187.35000000000002,0
13854,2010-01-08 11:28:00,2010-12-09 10:48:00,15,1414,4144.44,276.296,334
13855,2009-12-08 16:56:00,2010-07-27 09:53:00,4,575,1310.3400000000001,327.58500000000004,230
13856,2010-03-30 15:40:00,2010-09-02 18:24:00,8,611,753.53,94.19125,156
13857,2010-05-17 14:21:00,2010-11-11 12:54:00,6,782,1001.01,166.835,177
13859,2010-06-28 15:36:00,2010-06-28 15:36:00,1,38,314.7,314.7,0
13861,2010-06-27 11:37:00,2010-10-06 14:20:00,2,225,273.26,136.63,101
13862,2010-11-15 13:43:00,2010-11-15 13:43:00,1,239,346.73,346.73,0
13863,2010-04-25 13:09:00,2010-08-31 12:57:00,3,329,933.77,311.25666666666666,127
13864,2010-11-18 12:50:00,2010-11-18 12:50:00,1,192,662.4000000000001,662.4000000000001,0
13869,2010-01-17 14:53:00,2010-11-23 13:36:00,6,2637,5006.62,834.4366666666668,309
13870,2010-02-08 12:08:00,2010-11-17 15:47:00,7,2124,2941.14,420.16285714285715,282
13871,2009-12-20 13:09:00,2010-10-07 12:56:00,4,696,1482.6,370.65,290
13872,2009-12-14 09:56:00,2010-06-30 15:35:00,3,339,919.57,306.5233333333333,198
13873,2010-03-03 12:31:00,2010-11-21 11:47:00,5,332,649.32,129.864,262
13874,2010-02-04 18:39:00,2010-07-23 12:59:00,6,684,1508.7,251.45000000000002,168
13875,2009-12-17 10:30:00,2010-11-17 13:12:00,9,1756,3027.58,336.3977777777778,335
13877,2010-01-19 10:53:00,2010-08-26 17:19:00,2,370,332.44,166.22000000000003,219
13878,2010-04-14 13:50:00,2010-06-10 10:15:00,3,484,1191.53,397.1766666666667,56
13879,2010-03-04 10:49:00,2010-03-04 10:49:00,1,204,395.5,395.5,0
13880,2010-05-26 14:29:00,2010-12-07 14:00:00,5,747,1171.89,234.37800000000001,194
13881,2010-03-04 14:41:00,2010-11-29 16:24:00,23,19642,28019.58,1218.2426086956523,270
13883,2009-12-08 17:26:00,2010-11-01 14:45:00,10,2148,3885.54,388.554,327
13884,2010-08-26 19:57:00,2010-11-28 11:45:00,5,497,1100.88,220.17600000000002,93
13888,2010-05-13 11:57:00,2010-10-31 11:09:00,5,645,1563.42,312.684,170
13889,2010-01-22 14:32:00,2010-11-22 13:25:00,5,833,1574.3300000000002,314.866,303
13890,2009-12-06 15:15:00,2010-11-30 12:46:00,4,561,1043.57,260.89250000000004,358
13891,2010-05-06 16:02:00,2010-11-26 15:57:00,3,479,863.5600000000001,287.8533333333333,203
13892,2010-05-13 10:32:00,2010-08-19 09:07:00,2,2142,634.68,317.34000000000003,97
13895,2009-12-03 13:09:00,2010-07-12 10:46:00,2,695,1415.45,707.7249999999999,220
13896,2010-03-24 08:55:00,2010-03-24 08:55:00,1,149,388.55,388.55,0
13897,2010-01-31 13:48:00,2010-09-27 13:36:00,2,620,849.56,424.78,238
13898,2010-10-24 15:42:00,2010-10-24 15:42:00,1,411,530.47,530.47,0
13900,2010-03-25 13:46:00,2010-11-15 14:48:00,3,508,869.64,289.88000000000005,235
13901,2010-01-05 09:29:00,2010-11-30 15:21:00,10,1605,2809.14,280.914,329
13902,2009-12-15 10:02:00,2010-03-17 13:09:00,5,220600,34095.26,6819.051999999999,92
13903,2010-11-04 17:44:00,2010-11-04 17:44:00,1,103,165.45000000000002,165.45000000000002,0
13905,2009-12-07 11:41:00,2009-12-07 11:41:00,1,135,312.65,312.65,0
13906,2010-10-26 15:00:00,2010-10-26 15:00:00,1,100,42.0,42.0,0
13907,2010-01-17 12:22:00,2010-01-17 12:22:00,1,68,136.8,136.8,0
13909,2010-07-06 16:52:00,2010-10-12 17:22:00,2,302,286.6,143.29999999999998,98
13911,2010-03-01 16:31:00,2010-11-25 16:16:00,11,1756,1654.08,150.3709090909091,268
13912,2010-10-12 08:43:00,2010-10-12 08:43:00,1,29,124.95,124.95,0
13913,2010-07-21 10:11:00,2010-07-21 10:11:00,1,10,42.22,42.22,0
13915,2010-11-10 15:17:00,2010-11-10 15:17:00,1,24,70.80000000000001,70.80000000000001,0
13916,2010-02-02 10:06:00,2010-09-02 10:04:00,4,673,1275.81,318.9525,211
13919,2010-06-17 09:30:00,2010-10-11 11:53:00,2,659,975.87,487.935,116
13920,2010-05-26 15:48:00,2010-10-04 12:37:00,4,1772,1774.68,443.67,130
13921,2009-12-18 12:19:00,2010-11-02 16:32:00,4,210,730.7,182.675,319
13922,2010-08-29 14:36:00,2010-09-28 17:26:00,2,374,692.95,346.475,30
13927,2010-09-28 16:12:00,2010-09-28 16:12:00,1,249,359.27,359.27,0
13929,2010-01-14 07:25:00,2010-10-19 09:50:00,9,1423,2651.45,294.60555555555555,278
13931,2009-12-03 10:26:00,2010-11-12 12:12:00,9,2763,4019.85,446.65,344
13935,2010-02-25 16:01:00,2010-04-22 11:21:00,3,2252,6116.92,2038.9733333333334,55
13936,2010-10-21 14:21:00,2010-11-22 10:34:00,2,331,563.08,281.54,31
13937,2010-11-02 12:37:00,2010-11-02 12:37:00,1,464,721.28,721.28,0
13939,2010-04-06 12:43:00,2010-10-04 14:35:00,4,761,992.41,248.1025,181
13941,2009-12-16 16:10:00,2010-12-02 10:17:00,11,3062,6009.34,546.3036363636364,350
13942,2010-06-23 12:35:00,2010-06-23 12:35:00,1,1000,320.0,320.0,0
13943,2010-05-11 11:30:00,2010-05-11 11:30:00,1,94,246.54,246.54,0
13944,2010-02-24 15:02:00,2010-02-24 15:02:00,1,153,200.43,200.43,0
13945,2010-08-17 09:59:00,2010-11-10 10:00:00,2,413,854.15,427.075,85
13946,2009-12-04 11:07:00,2010-11-28 16:21:00,3,2404,1314.66,438.22,359
13948,2009-12-04 12:14:00,2010-10-24 13:46:00,3,208,446.76,148.92,324
13952,2009-12-16 09:41:00,2010-11-24 14:29:00,12,4516,9572.45,797.7041666666665,343
13953,2009-12-11 12:58:00,2010-10-26 15:16:00,5,2500,3125.0,625.0,319
13955,2010-11-29 17:35:00,2010-11-29 17:35:00,1,120,222.21,222.21,0
13957,2010-02-19 10:32:00,2010-10-18 10:02:00,3,157,458.25,152.75,240
13958,2009-12-05 13:12:00,2010-11-25 10:11:00,8,2264,4709.2300000000005,588.65375,354
13959,2010-07-16 15:11:00,2010-11-05 16:52:00,3,343,477.98,159.32666666666668,112
13961,2010-11-12 14:40:00,2010-11-12 14:40:00,1,226,538.4,538.4,0
13962,2010-09-30 10:35:00,2010-09-30 10:35:00,1,73,193.25,193.25,0
13963,2010-04-21 16:20:00,2010-12-07 09:21:00,14,1601,2347.33,167.66642857142855,229
13964,2010-10-05 12:38:00,2010-11-17 13:53:00,2,228,438.9,219.45,43
13965,2010-01-05 15:21:00,2010-08-20 10:40:00,3,425,996.61,332.2033333333333,226
13966,2010-09-30 13:08:00,2010-09-30 13:08:00,1,772,390.86,390.86,0
13967,2010-11-08 13:24:00,2010-11-08 13:24:00,1,24,85.6,85.6,0
13968,2010-10-12 13:22:00,2010-10-12 13:22:00,1,174,123.66,123.66,0
13969,2010-03-25 13:15:00,2010-12-09 19:32:00,18,2275,4311.93,239.55166666666668,259
13970,2010-09-28 11:53:00,2010-11-18 13:21:00,2,469,846.55,423.275,51
13971,2010-01-26 09:51:00,2010-10-12 08:51:00,6,1240,1909.31,318.2183333333333,258
13974,2010-05-06 17:55:00,2010-05-06 17:55:00,1,107,264.13,264.13,0
13975,2010-02-02 13:13:00,2010-11-11 16:18:00,6,2202,2832.56,472.0933333333333,282
13976,2010-02-09 13:08:00,2010-07-21 09:27:00,3,298,834.38,278.1266666666667,161
13977,2010-10-24 14:08:00,2010-10-24 14:08:00,1,303,519.8100000000001,519.8100000000001,0
13979,2009-12-03 10:02:00,2010-11-11 14:10:00,6,1657,2546.36,424.39333333333326,343
13980,2010-02-21 14:18:00,2010-09-26 12:58:00,4,305,599.78,149.945,216
13981,2010-10-20 10:03:00,2010-10-20 10:03:00,1,234,331.14,331.14,0
13982,2010-01-20 14:04:00,2010-12-09 13:57:00,6,1600,2573.7799999999997,428.9633333333333,322
13983,2009-12-09 13:53:00,2010-12-08 10:38:00,10,2974,4505.02,450.50199999999995,363
13984,2009-12-07 11:51:00,2010-12-08 15:58:00,8,742,1128.09,141.01125000000002,366
13985,2010-02-09 13:56:00,2010-11-30 08:58:00,7,1491,2960.73,422.9614285714286,293
13987,2010-11-04 09:54:00,2010-11-25 10:20:00,2,492,682.54,341.27,21
13988,2010-03-24 11:05:00,2010-11-21 12:40:00,2,341,609.84,304.91999999999996,242
13989,2010-05-25 12:13:00,2010-09-01 13:58:00,3,894,759.98,253.32666666666668,99
13992,2010-09-02 17:04:00,2010-11-24 15:42:00,2,90,142.7,71.35,82
13993,2009-12-03 11:57:00,2010-11-25 11:03:00,10,1235,3309.35,330.935,356
13995,2009-12-18 12:43:00,2010-11-25 16:31:00,9,1480,2508.32,278.70222222222225,342
13996,2010-11-05 15:07:00,2010-11-18 16:27:00,2,613,895.76,447.88,13
13997,2010-06-07 17:33:00,2010-07-08 18:06:00,3,146,382.31,127.43666666666667,31
13998,2010-05-12 13:18:00,2010-09-19 10:20:00,3,204,566.7,188.9,129
13999,2009-12-05 12:42:00,2010-11-30 09:46:00,17,2800,5600.45,329.43823529411765,359
14000,2009-12-02 09:50:00,2010-10-21 15:35:00,4,1128,1410.68,352.67,323
