CustomerID,Frequency,Monetary,LastPurchase,Recency,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Cluster
13912,1,124.95,2010-10-12 08:43:00,58,2,1,1,4,Lost,3
13913,1,42.22,2010-07-21 10:11:00,141,1,1,1,3,Lost,1
13915,1,70.80000000000001,2010-11-10 15:17:00,29,3,1,1,5,New,3
13916,4,1275.81,2010-09-02 10:04:00,98,2,3,3,8,AtRisk,3
13919,2,975.87,2010-10-11 11:53:00,59,2,2,3,7,Lost,3
13920,4,1774.68,2010-10-04 12:37:00,66,2,3,4,9,AtRisk,3
13921,4,730.7,2010-11-02 16:32:00,37,3,3,3,9,Loyal,3
13922,2,692.95,2010-09-28 17:26:00,72,2,2,2,6,Lost,3
13927,1,359.27,2010-09-28 16:12:00,72,2,1,2,5,Lost,3
13929,9,2651.45,2010-10-19 09:50:00,51,3,4,4,11,Loyal,3
13931,9,4019.85,2010-11-12 12:12:00,27,3,4,4,11,Loyal,3
13935,3,6116.92,2010-04-22 11:21:00,231,1,3,4,8,AtRisk,1
13936,2,563.08,2010-11-22 10:34:00,17,4,2,2,8,Potential,3
13937,1,721.28,2010-11-02 12:37:00,37,3,1,3,7,Average,3
13939,4,992.41,2010-10-04 14:35:00,66,2,3,3,8,AtRisk,3
13941,11,6009.34,2010-12-02 10:17:00,7,4,4,4,12,Champions,3
13942,1,320.0,2010-06-23 12:35:00,169,1,1,2,4,Lost,1
13943,1,246.54,2010-05-11 11:30:00,212,1,1,1,3,Lost,1
13944,1,200.43,2010-02-24 15:02:00,288,1,1,1,3,Lost,1
13945,2,854.15,2010-11-10 10:00:00,29,3,2,3,8,Average,3
13946,3,1314.66,2010-11-28 16:21:00,11,4,3,3,10,Loyal,3
13948,3,446.76,2010-10-24 13:46:00,46,3,3,2,8,Average,3
13952,12,9572.45,2010-11-24 14:29:00,15,4,4,4,12,Champions,0
13953,5,3125.0,2010-10-26 15:16:00,44,3,3,4,10,Loyal,3
13955,1,222.21,2010-11-29 17:35:00,10,4,1,1,6,Potential,3
13957,3,458.25,2010-10-18 10:02:00,52,3,3,2,8,Average,3
13958,8,4709.2300000000005,2010-11-25 10:11:00,14,4,4,4,12,Champions,3
13959,3,477.98,2010-11-05 16:52:00,34,3,3,2,8,Average,3
13961,1,538.4,2010-11-12 14:40:00,27,3,1,2,6,New,3
13962,1,193.25,2010-09-30 10:35:00,70,2,1,1,4,Lost,3
13963,14,2347.33,2010-12-07 09:21:00,2,4,4,4,12,Champions,3
13964,2,438.9,2010-11-17 13:53:00,22,3,2,2,7,New,3
13965,3,996.61,2010-08-20 10:40:00,111,2,3,3,8,AtRisk,3
13966,1,390.86,2010-09-30 13:08:00,70,2,1,2,5,Lost,3
13967,1,85.6,2010-11-08 13:24:00,31,3,1,1,5,New,3
13968,1,123.66,2010-10-12 13:22:00,58,2,1,1,4,Lost,3
13969,18,4311.93,2010-12-09 19:32:00,0,4,4,4,12,Champions,0
13970,2,846.55,2010-11-18 13:21:00,21,3,2,3,8,Average,3
13971,6,1909.31,2010-10-12 08:51:00,58,2,4,4,10,AtRisk,3
13974,1,264.13,2010-05-06 17:55:00,217,1,1,1,3,Lost,1
13975,6,2832.56,2010-11-11 16:18:00,28,3,4,4,11,Loyal,3
13976,3,834.38,2010-07-21 09:27:00,141,1,3,3,7,AtRisk,3
13977,1,519.8100000000001,2010-10-24 14:08:00,46,3,1,2,6,New,3
13979,6,2546.36,2010-11-11 14:10:00,28,3,4,4,11,Loyal,3
13980,4,599.78,2010-09-26 12:58:00,74,2,3,2,7,Average,3
13981,1,331.14,2010-10-20 10:03:00,50,3,1,2,6,New,3
13982,6,2573.78,2010-12-09 13:57:00,0,4,4,4,12,Champions,3
13983,10,4505.02,2010-12-08 10:38:00,1,4,4,4,12,Champions,3
13984,8,1128.09,2010-12-08 15:58:00,1,4,4,3,11,Loyal,3
13985,7,2960.73,2010-11-30 08:58:00,9,4,4,4,12,Champions,3
13987,2,682.54,2010-11-25 10:20:00,14,4,2,2,8,Potential,3
13988,2,609.84,2010-11-21 12:40:00,18,3,2,2,7,New,3
13989,3,759.98,2010-09-01 13:58:00,99,2,3,3,8,AtRisk,3
13992,2,142.7,2010-11-24 15:42:00,15,4,2,1,7,Potential,3
13993,10,3309.35,2010-11-25 11:03:00,14,4,4,4,12,Champions,3
13995,9,2508.32,2010-11-25 16:31:00,14,4,4,4,12,Champions,3
13996,2,895.76,2010-11-18 16:27:00,21,3,2,3,8,Average,3
13997,3,382.31,2010-07-08 18:06:00,154,1,3,2,6,Average,1
13998,3,566.7,2010-09-19 10:20:00,81,2,3,2,7,Average,3
13999,17,5600.45,2010-11-30 09:46:00,9,4,4,4,12,Champions,0
14000,4,1410.68,2010-10-21 15:35:00,49,3,3,3,9,Loyal,3
14001,7,2487.01,2010-12-01 12:58:00,8,4,4,4,12,Champions,3
14003,1,209.41,2009-12-07 08:53:00,367,1,1,1,3,Lost,1
14004,4,1675.81,2010-11-11 13:26:00,28,3,3,3,9,Loyal,3
14006,4,1234.48,2010-06-29 12:43:00,163,1,3,3,7,AtRisk,1
14007,1,79.48,2010-07-15 09:06:00,147,1,1,1,3,Lost,1
14008,1,509.04,2010-10-03 13:09:00,67,2,1,2,5,Lost,3
14009,1,404.3,2010-09-03 12:08:00,97,2,1,2,5,Lost,3
14010,2,445.15,2010-05-23 13:00:00,200,1,2,2,5,Lost,1
14011,2,457.82,2010-08-16 15:31:00,115,2,2,2,6,Lost,3
14013,2,611.5500000000001,2010-11-24 16:16:00,15,4,2,2,8,Potential,3
14014,2,1443.03,2010-11-28 14:56:00,11,4,2,3,9,Potential,3
14016,7,7062.2,2010-11-08 15:42:00,31,3,4,4,11,Loyal,3
14017,1,229.75,2010-05-17 14:52:00,206,1,1,1,3,Lost,1
14018,1,367.15,2010-03-04 14:23:00,280,1,1,2,4,Lost,1
14020,2,606.21,2010-08-20 13:09:00,111,2,2,2,6,Lost,3
14021,4,1084.68,2010-11-30 15:14:00,9,4,3,3,10,Loyal,3
14022,1,352.15000000000003,2010-08-10 09:38:00,121,2,1,2,5,Lost,3
14024,1,318.04,2010-11-14 10:51:00,25,3,1,2,6,New,3
14025,8,4057.9,2010-09-01 10:11:00,99,2,4,4,10,AtRisk,3
14026,2,713.11,2010-08-26 10:31:00,105,2,2,3,7,Lost,3
14028,3,10396.5,2010-06-07 13:33:00,185,1,3,4,8,AtRisk,1
14030,14,5902.2,2010-12-08 16:29:00,1,4,4,4,12,Champions,0
14031,27,23712.31,2010-12-09 17:34:00,0,4,4,4,12,Champions,0
14032,6,1874.68,2010-12-08 10:53:00,1,4,4,4,12,Champions,3
14033,1,109.44,2010-06-02 15:10:00,190,1,1,1,3,Lost,1
14035,4,1428.7,2010-10-29 10:10:00,41,3,3,3,9,Loyal,3
14037,4,689.75,2010-08-18 12:52:00,113,2,3,2,7,Average,3
14038,2,1509.5,2010-11-07 14:52:00,32,3,2,3,8,Average,3
14039,1,115.08,2010-05-13 10:15:00,210,1,1,1,3,Lost,1
14040,23,9030.65,2010-11-18 13:01:00,21,3,4,4,11,Loyal,0
14042,1,431.98,2009-12-14 15:07:00,360,1,1,2,4,Lost,1
14043,2,304.25,2010-08-05 18:18:00,126,2,2,1,5,Lost,3
14044,6,2470.28,2010-10-17 13:28:00,53,2,4,4,10,AtRisk,3
14045,13,9653.28,2010-12-01 11:32:00,8,4,4,4,12,Champions,0
14047,10,2946.42,2010-12-02 10:09:00,7,4,4,4,12,Champions,3
14048,2,338.76,2010-11-22 14:21:00,17,4,2,2,8,Potential,3
14049,9,7557.309999999999,2010-11-17 10:44:00,22,3,4,4,11,Loyal,3
14051,15,6823.610000000001,2010-12-08 12:49:00,1,4,4,4,12,Champions,0
14052,1,255.45,2010-11-14 11:37:00,25,3,1,1,5,New,3
14053,2,312.05,2010-11-07 14:50:00,32,3,2,2,7,New,3
14055,2,795.3199999999999,2010-05-11 10:24:00,212,1,2,3,6,Lost,1
14057,5,2190.88,2010-11-23 08:38:00,16,4,3,4,11,Loyal,3
14058,2,469.19,2010-09-03 09:31:00,97,2,2,2,6,Lost,3
14060,13,3378.66,2010-12-08 12:40:00,1,4,4,4,12,Champions,3
14061,3,917.43,2010-07-20 17:22:00,142,1,3,3,7,AtRisk,3
14062,12,15139.35,2010-11-30 11:00:00,9,4,4,4,12,Champions,0
14063,9,22710.2,2010-09-27 16:18:00,73,2,4,4,10,AtRisk,0
14064,10,1978.68,2010-10-05 13:20:00,65,2,4,4,10,AtRisk,3
14065,3,891.02,2010-11-15 16:13:00,24,3,3,3,9,Loyal,3
14068,3,1262.52,2010-04-15 14:28:00,238,1,3,3,7,AtRisk,1
14069,2,230.06,2010-07-13 12:12:00,149,1,2,1,4,Lost,1
14070,1,326.55,2010-01-24 12:27:00,319,1,1,2,4,Lost,1
14072,1,390.85,2010-02-11 12:31:00,301,1,1,2,4,Lost,1
14074,1,219.4,2010-03-26 13:55:00,258,1,1,1,3,Lost,1
14075,3,792.61,2010-11-01 13:15:00,38,3,3,3,9,Loyal,3
14077,1,115.66,2010-11-09 16:01:00,30,3,1,1,5,New,3
14078,4,643.26,2010-12-01 12:54:00,8,4,3,2,9,Average,3
14079,1,243.63,2010-01-26 17:19:00,317,1,1,1,3,Lost,1
14080,4,1070.08,2010-10-22 14:04:00,48,3,3,3,9,Loyal,3
14081,9,4435.58,2010-12-05 15:47:00,4,4,4,4,12,Champions,3
14082,1,231.11,2010-11-12 11:47:00,27,3,1,1,5,New,3
14083,3,388.83,2010-12-03 12:24:00,6,4,3,2,9,Average,3
14084,1,150.5,2010-07-15 14:36:00,147,1,1,1,3,Lost,1
14085,16,5656.43,2010-12-06 12:39:00,3,4,4,4,12,Champions,0
14086,1,39.95,2010-09-03 10:52:00,97,2,1,1,4,Lost,3
14087,2,651.8,2010-10-31 11:22:00,39,3,2,2,7,New,3
14088,3,13544.99,2010-10-29 10:31:00,41,3,3,4,10,Loyal,3
14091,2,9530.08,2010-02-23 15:17:00,289,1,2,4,7,Lost,1
14092,10,3152.54,2010-11-30 14:48:00,9,4,4,4,12,Champions,3
14094,1,335.22,2010-09-26 11:58:00,74,2,1,2,5,Lost,3
14095,1,2.95,2009-12-17 12:49:00,357,1,1,1,3,Lost,1
14097,2,422.86,2010-08-15 14:20:00,116,2,2,2,6,Lost,3
14099,9,2661.54,2010-11-29 13:03:00,10,4,4,4,12,Champions,3
14101,7,3985.14,2010-11-16 14:54:00,23,3,4,4,11,Loyal,3
14104,3,555.37,2010-11-15 13:13:00,24,3,3,2,8,Average,3
14105,4,4722.6,2010-10-27 11:53:00,43,3,3,4,10,Loyal,3
14106,1,214.8,2009-12-02 14:09:00,372,1,1,1,3,Lost,1
14107,4,2174.07,2010-09-17 12:25:00,83,2,3,4,9,AtRisk,3
14108,2,447.05,2009-12-08 15:25:00,366,1,2,2,5,Lost,1
14110,21,7304.8,2010-09-30 17:13:00,70,2,4,4,10,AtRisk,0
14112,6,2919.44,2010-09-14 13:41:00,86,2,4,4,10,AtRisk,3
14113,12,5252.1900000000005,2010-11-29 15:53:00,10,4,4,4,12,Champions,3
14114,5,977.56,2010-11-09 09:13:00,30,3,3,3,9,Loyal,3
14115,2,622.6700000000001,2010-07-26 12:36:00,136,1,2,2,5,Lost,3
14118,1,458.45,2010-10-07 11:59:00,63,2,1,2,5,Lost,3
14119,2,183.37,2010-11-29 10:33:00,10,4,2,1,7,Potential,3
14122,3,362.42,2010-10-29 15:11:00,41,3,3,2,8,Average,3
14123,1,436.18,2009-12-06 15:35:00,368,1,1,2,4,Lost,1
14126,1,466.33,2010-09-21 14:51:00,79,2,1,2,5,Lost,3
14127,3,1190.37,2010-11-24 16:56:00,15,4,3,3,10,Loyal,3
14128,1,286.71,2010-06-06 14:05:00,186,1,1,1,3,Lost,1
14129,4,1467.48,2010-11-05 09:59:00,34,3,3,3,9,Loyal,3
14130,3,1398.81,2010-11-29 17:11:00,10,4,3,3,10,Loyal,3
14131,1,187.87,2010-03-01 11:59:00,283,1,1,1,3,Lost,1
14133,1,305.5,2009-12-06 12:10:00,368,1,1,1,3,Lost,1
14134,15,11123.35,2010-11-22 12:26:00,17,4,4,4,12,Champions,0
14135,11,4953.61,2010-12-07 12:37:00,2,4,4,4,12,Champions,3
14136,5,1570.81,2010-11-04 11:53:00,35,3,3,3,9,Loyal,3
14137,1,332.7,2010-01-13 12:30:00,330,1,1,2,4,Lost,1
14139,3,670.98,2010-08-06 14:00:00,125,2,3,2,7,Average,3
14142,2,671.34,2010-12-01 16:33:00,8,4,2,2,8,Potential,3
14144,1,30.6,2010-08-10 15:17:00,121,2,1,1,4,Lost,3
14145,3,3857.85,2010-09-06 09:53:00,94,2,3,4,9,AtRisk,3
14146,7,5259.3,2010-11-21 15:55:00,18,3,4,4,11,Loyal,3
14147,7,2106.8,2010-11-16 08:11:00,23,3,4,4,11,Loyal,3
14148,1,309.09000000000003,2010-10-21 14:08:00,49,3,1,2,6,New,3
14151,2,679.45,2010-02-04 15:35:00,308,1,2,2,5,Lost,1
14152,5,1376.05,2010-11-17 14:20:00,22,3,3,3,9,Loyal,3
14153,1,233.4,2010-08-13 14:35:00,118,2,1,1,4,Lost,3
14154,6,5115.08,2010-11-23 17:53:00,16,4,4,4,12,Champions,3
14156,102,196566.74,2010-12-03 11:48:00,6,4,4,4,12,Champions,4
14157,3,569.9,2010-11-15 15:10:00,24,3,3,2,8,Average,3
14159,9,3245.0,2010-11-25 13:32:00,14,4,4,4,12,Champions,3
14160,7,8421.47,2010-04-08 14:30:00,245,1,4,4,9,AtRisk,1
14161,5,2208.36,2010-12-05 13:18:00,4,4,3,4,11,Loyal,3
14163,1,148.71,2010-09-03 17:15:00,97,2,1,1,4,Lost,3
14166,2,256.85,2010-07-22 19:42:00,140,1,2,1,4,Lost,3
14167,4,721.65,2010-09-01 17:15:00,99,2,3,3,8,AtRisk,3
14168,2,370.45,2010-10-15 10:49:00,55,2,2,2,6,Lost,3
14169,2,624.4300000000001,2010-10-05 08:45:00,65,2,2,2,6,Lost,3
14170,3,597.33,2010-11-29 13:10:00,10,4,3,2,9,Average,3
14171,1,135.0,2009-12-09 13:50:00,365,1,1,1,3,Lost,1
14172,3,402.72,2010-04-13 13:26:00,240,1,3,2,6,Average,1
14173,2,135.16,2010-03-08 13:24:00,276,1,2,1,4,Lost,1
14175,5,4456.58,2010-10-17 13:59:00,53,2,3,4,9,AtRisk,3
14176,2,339.11,2010-12-07 11:45:00,2,4,2,2,8,Potential,3
14177,9,1669.93,2010-11-23 14:23:00,16,4,4,3,11,Loyal,3
14180,9,1570.73,2010-12-02 13:08:00,7,4,4,3,11,Loyal,3
14181,2,310.55,2010-10-25 08:27:00,45,3,2,2,7,New,3
14182,4,678.77,2010-09-22 11:45:00,78,2,3,2,7,Average,3
14183,2,286.29,2010-10-24 14:45:00,46,3,2,1,6,New,3
14186,5,1550.63,2010-10-08 13:30:00,62,2,3,3,8,AtRisk,3
14187,1,123.5,2010-08-23 12:06:00,108,2,1,1,4,Lost,3
14189,2,1160.31,2010-12-06 11:42:00,3,4,2,3,9,Potential,3
14190,1,79.9,2010-02-11 14:27:00,301,1,1,1,3,Lost,1
14191,2,132.9,2010-11-10 12:27:00,29,3,2,1,6,New,3
14192,1,293.74,2010-11-16 17:44:00,23,3,1,1,5,New,3
14193,1,356.8,2010-11-08 12:31:00,31,3,1,2,6,New,3
14194,15,7321.07,2010-11-12 12:26:00,27,3,4,4,11,Loyal,0
14195,4,1603.6,2010-09-26 14:06:00,74,2,3,3,8,AtRisk,3
14197,1,390.05,2010-10-25 10:01:00,45,3,1,2,6,New,3
14198,5,868.33,2010-11-04 13:50:00,35,3,3,3,9,Loyal,3
14199,3,906.3,2010-10-12 08:25:00,58,2,3,3,8,AtRisk,3
14200,1,379.2,2010-04-01 13:01:00,252,1,1,2,4,Lost,1
14201,3,446.1,2010-10-26 18:51:00,44,3,3,2,8,Average,3
14202,3,847.76,2010-11-23 17:13:00,16,4,3,3,10,Loyal,3
14203,1,339.34,2010-11-07 13:35:00,32,3,1,2,6,New,3
14204,3,901.93,2010-10-13 13:32:00,57,2,3,3,8,AtRisk,3
14205,7,1947.5,2010-11-10 14:37:00,29,3,4,4,11,Loyal,3
14206,2,856.85,2010-11-16 18:20:00,23,3,2,3,8,Average,3
14207,1,157.8,2010-01-21 09:33:00,322,1,1,1,3,Lost,1
14208,1,415.31,2010-06-06 13:11:00,186,1,1,2,4,Lost,1
14209,9,2919.84,2010-11-19 13:58:00,20,3,4,4,11,Loyal,3
14210,11,3955.68,2010-12-03 12:43:00,6,4,4,4,12,Champions,3
14211,9,2161.19,2010-10-24 12:54:00,46,3,4,4,11,Loyal,3
14212,1,1119.66,2010-09-20 11:48:00,80,2,1,3,6,Lost,3
14213,1,1192.2,2010-10-31 10:37:00,39,3,1,3,7,Average,3
14215,4,1626.61,2010-12-06 15:34:00,3,4,3,3,10,Loyal,3
14216,1,310.74,2010-10-21 15:07:00,49,3,1,2,6,New,3
14217,7,1411.91,2010-12-08 13:28:00,1,4,4,3,11,Loyal,3
14219,2,543.89,2010-10-26 10:34:00,44,3,2,2,7,New,3
14220,2,882.5999999999999,2010-05-21 13:29:00,202,1,2,3,6,Lost,1
14221,8,3084.69,2010-09-16 14:41:00,84,2,4,4,10,AtRisk,3
14224,5,847.78,2010-11-14 13:53:00,25,3,3,3,9,Loyal,3
14225,4,2037.02,2010-10-01 10:32:00,69,2,3,4,9,AtRisk,3
14226,1,770.34,2010-09-24 14:32:00,76,2,1,3,6,Lost,3
14227,5,3017.75,2010-10-21 10:49:00,49,3,3,4,10,Loyal,3
14228,3,745.5,2010-09-28 09:45:00,72,2,3,3,8,AtRisk,3
14229,4,1046.84,2010-11-01 13:04:00,38,3,3,3,9,Loyal,3
14230,3,979.8,2010-09-30 09:07:00,70,2,3,3,8,AtRisk,3
14231,1,309.91,2010-09-15 09:52:00,85,2,1,2,5,Lost,3
14233,3,1441.55,2010-08-31 15:03:00,100,2,3,3,8,AtRisk,3
14235,4,1573.13,2010-07-29 17:24:00,133,2,3,3,8,AtRisk,3
14236,4,1253.78,2010-12-02 18:49:00,7,4,3,3,10,Loyal,3
14237,2,471.14,2010-12-01 13:20:00,8,4,2,2,8,Potential,3
14238,2,287.38,2010-02-15 11:39:00,297,1,2,1,4,Lost,1
14239,10,1882.32,2010-10-04 15:01:00,66,2,4,4,10,AtRisk,3
14240,1,357.15,2010-10-12 12:48:00,58,2,1,2,5,Lost,3
14241,1,120.0,2010-01-12 15:11:00,331,1,1,1,3,Lost,1
14243,8,4842.28,2010-12-09 08:34:00,0,4,4,4,12,Champions,3
14244,1,366.42,2010-02-17 11:40:00,295,1,1,2,4,Lost,1
14247,4,635.89,2010-10-31 13:58:00,39,3,3,2,8,Average,3
14248,2,730.37,2010-09-06 14:04:00,94,2,2,3,7,Lost,3
14249,12,5625.461,2010-10-25 12:34:00,45,3,4,4,11,Loyal,3
14252,1,350.99,2010-11-23 13:36:00,16,4,1,2,7,Potential,3
14253,2,363.4,2010-08-03 14:55:00,128,2,2,2,6,Lost,3
14254,1,601.03,2010-10-03 11:52:00,67,2,1,2,5,Lost,3
14255,1,1000.63,2010-06-11 15:54:00,181,1,1,3,5,Lost,1
14256,3,1504.93,2010-08-05 09:30:00,126,2,3,3,8,AtRisk,3
14257,4,2854.73,2010-11-24 16:00:00,15,4,3,4,11,Loyal,3
14258,16,19381.36,2010-11-09 10:08:00,30,3,4,4,11,Loyal,0
14260,3,824.28,2010-08-25 14:55:00,106,2,3,3,8,AtRisk,3
14263,1,322.93,2010-10-12 14:09:00,58,2,1,2,5,Lost,3
14264,4,1183.39,2010-11-25 17:42:00,14,4,3,3,10,Loyal,3
14265,2,843.17,2010-09-01 12:20:00,99,2,2,3,7,Lost,3
14266,1,40.56,2010-10-07 13:32:00,63,2,1,1,4,Lost,3
14268,1,354.85,2010-08-26 10:45:00,105,2,1,2,5,Lost,3
14269,1,295.73,2010-09-26 12:53:00,74,2,1,1,4,Lost,3
14271,1,106.81,2010-10-26 17:01:00,44,3,1,1,5,New,3
14272,2,482.85,2010-05-26 09:49:00,197,1,2,2,5,Lost,1
14274,1,256.6,2010-01-22 12:51:00,321,1,1,1,3,Lost,1
14275,6,1189.38,2010-11-09 09:06:00,30,3,4,3,10,Loyal,3
14276,4,982.94,2010-10-28 17:13:00,42,3,3,3,9,Loyal,3
14277,6,13009.61,2010-10-24 12:44:00,46,3,4,4,11,Loyal,3
14278,1,205.83,2010-10-26 12:07:00,44,3,1,1,5,New,3
14279,2,191.86,2010-07-07 08:42:00,155,1,2,1,4,Lost,1
14281,1,245.15,2010-10-27 14:45:00,43,3,1,1,5,New,3
14282,11,4120.32,2010-12-07 12:21:00,2,4,4,4,12,Champions,3
14283,4,628.4399999999999,2010-09-02 14:46:00,98,2,3,2,7,Average,3
14284,1,704.4,2010-02-24 12:06:00,288,1,1,2,4,Lost,1
14285,4,1374.41,2010-07-14 14:07:00,148,1,3,3,7,AtRisk,1
14286,4,3851.01,2010-10-31 15:39:00,39,3,3,4,10,Loyal,3
14290,3,2201.91,2010-10-22 12:03:00,48,3,3,4,10,Loyal,3
14291,12,4020.85,2010-11-24 09:47:00,15,4,4,4,12,Champions,3
14292,7,4354.32,2010-10-25 12:18:00,45,3,4,4,11,Loyal,3
14293,6,2221.37,2010-12-06 10:18:00,3,4,4,4,12,Champions,3
14294,1,375.34,2010-10-28 16:25:00,42,3,1,2,6,New,3
14295,4,2196.71,2010-09-27 09:48:00,73,2,3,4,9,AtRisk,3
14296,2,456.4,2010-10-14 14:14:00,56,2,2,2,6,Lost,3
14298,38,39667.19,2010-11-29 13:35:00,10,4,4,4,12,Champions,0
14299,19,10533.87,2010-12-09 10:30:00,0,4,4,4,12,Champions,0
14301,3,1352.04,2010-10-19 14:09:00,51,3,3,3,9,Loyal,3
14302,3,742.9000000000001,2010-10-05 08:10:00,65,2,3,3,8,AtRisk,3
14303,2,277.94,2010-10-28 15:37:00,42,3,2,1,6,New,3
14304,2,1341.56,2010-11-25 10:20:00,14,4,2,3,9,Potential,3
14306,4,1058.0800000000002,2010-11-26 10:44:00,13,4,3,3,10,Loyal,3
14307,5,2075.31,2010-12-01 11:41:00,8,4,3,4,11,Loyal,3
14308,2,1147.02,2010-06-08 16:48:00,184,1,2,3,6,Lost,1
14309,2,1428.28,2010-10-22 13:18:00,48,3,2,3,8,Average,3
14310,1,492.1,2010-10-03 12:34:00,67,2,1,2,5,Lost,3
14311,1,206.19,2010-05-21 10:28:00,202,1,1,1,3,Lost,1
14312,5,1478.7,2010-11-26 11:40:00,13,4,3,3,10,Loyal,3
14314,1,109.8,2010-10-05 08:00:00,65,2,1,1,4,Lost,3
14315,2,716.69,2010-05-24 13:56:00,199,1,2,3,6,Lost,1
14316,5,1370.34,2010-10-13 16:31:00,57,2,3,3,8,AtRisk,3
14318,1,158.02,2010-09-05 15:32:00,95,2,1,1,4,Lost,3
14319,1,494.85,2010-10-11 13:38:00,59,2,1,2,5,Lost,3
14320,3,868.96,2010-06-11 12:45:00,181,1,3,3,7,AtRisk,1
14321,2,687.3100000000001,2010-10-04 12:48:00,66,2,2,2,6,Lost,3
14322,4,474.1,2010-10-06 15:17:00,64,2,3,2,7,Average,3
14324,2,701.61,2010-10-26 11:44:00,44,3,2,2,7,New,3
14325,1,245.48,2010-05-19 09:20:00,204,1,1,1,3,Lost,1
14326,2,757.13,2010-09-02 13:29:00,98,2,2,3,7,Lost,3
14327,5,1583.28,2010-11-22 15:24:00,17,4,3,3,10,Loyal,3
14328,1,445.05,2010-09-27 16:01:00,73,2,1,2,5,Lost,3
14329,8,4912.38,2010-11-29 15:53:00,10,4,4,4,12,Champions,3
14330,1,200.63,2010-03-26 09:10:00,258,1,1,1,3,Lost,1
14332,2,1077.2,2010-11-23 15:24:00,16,4,2,3,9,Potential,3
14334,4,1766.27,2010-10-10 10:33:00,60,2,3,4,9,AtRisk,3
14338,1,339.88,2010-06-21 10:32:00,171,1,1,2,4,Lost,1
14339,1,310.75,2010-10-07 08:50:00,63,2,1,2,5,Lost,3
14341,10,2285.04,2010-10-15 15:52:00,55,2,4,4,10,AtRisk,3
14342,2,249.88,2010-10-03 12:46:00,67,2,2,1,5,Lost,3
14343,4,1088.91,2010-10-14 13:05:00,56,2,3,3,8,AtRisk,3
14344,14,2443.77,2010-12-07 10:51:00,2,4,4,4,12,Champions,3
14346,3,1294.17,2010-10-10 14:19:00,60,2,3,3,8,AtRisk,3
14347,1,82.6,2009-12-03 10:49:00,371,1,1,1,3,Lost,1
14350,2,689.1,2010-11-24 12:01:00,15,4,2,2,8,Potential,3
14353,2,285.9,2010-10-25 14:46:00,45,3,2,1,6,New,3
14355,3,840.0500000000001,2010-12-09 12:16:00,0,4,3,3,10,Loyal,3
14358,2,400.06,2010-11-15 15:51:00,24,3,2,2,7,New,3
14361,1,214.71,2010-05-10 12:29:00,213,1,1,1,3,Lost,1
14363,2,227.47000000000003,2010-11-02 17:01:00,37,3,2,1,6,New,3
14365,2,634.68,2010-11-10 09:52:00,29,3,2,2,7,New,3
14366,1,136.0,2010-07-02 17:23:00,160,1,1,1,3,Lost,1
14369,2,469.13,2010-03-07 15:47:00,277,1,2,2,5,Lost,1
14370,6,1175.78,2010-09-15 10:53:00,85,2,4,3,9,AtRisk,3
14372,2,860.08,2010-09-22 16:17:00,78,2,2,3,7,Lost,3
14374,1,108.0,2010-06-16 14:25:00,176,1,1,1,3,Lost,1
14375,2,875.31,2010-09-15 14:45:00,85,2,2,3,7,Lost,3
14376,1,215.46,2010-01-25 15:36:00,318,1,1,1,3,Lost,1
14378,1,131.25,2010-03-28 12:22:00,256,1,1,1,3,Lost,1
14379,2,920.81,2010-11-11 16:29:00,28,3,2,3,8,Average,3
14380,1,48.96,2010-01-26 17:11:00,317,1,1,1,3,Lost,1
14381,1,428.66,2010-09-14 16:15:00,86,2,1,2,5,Lost,3
14382,1,620.73,2010-11-14 16:32:00,25,3,1,2,6,New,3
14384,1,58.5,2010-07-27 09:53:00,135,2,1,1,4,Lost,3
14388,9,3488.16,2010-12-02 11:02:00,7,4,4,4,12,Champions,3
14389,3,854.55,2010-10-11 10:04:00,59,2,3,3,8,AtRisk,3
14390,5,1747.01,2010-12-02 11:57:00,7,4,3,4,11,Loyal,3
14391,1,135.6,2010-05-12 09:42:00,211,1,1,1,3,Lost,1
14392,1,266.4,2010-10-03 12:56:00,67,2,1,1,4,Lost,3
14394,1,93.8,2010-05-24 10:43:00,199,1,1,1,3,Lost,1
14395,12,4700.3,2010-12-02 18:15:00,7,4,4,4,12,Champions,3
14396,6,1633.94,2010-12-03 15:19:00,6,4,4,3,11,Loyal,3
14398,2,707.79,2010-11-03 13:46:00,36,3,2,3,8,Average,3
14399,8,2113.16,2010-11-10 13:23:00,29,3,4,4,11,Loyal,3
14400,2,1157.77,2010-10-27 13:59:00,43,3,2,3,8,Average,3
14401,9,2744.42,2010-10-11 15:25:00,59,2,4,4,10,AtRisk,3
14402,1,285.6,2010-02-25 13:20:00,287,1,1,1,3,Lost,1
14403,2,404.7,2010-04-29 08:47:00,224,1,2,2,5,Lost,1
14404,8,1424.79,2010-12-05 16:00:00,4,4,4,3,11,Loyal,3
14405,1,195.0,2010-11-18 11:40:00,21,3,1,1,5,New,3
14408,4,1503.2400000000002,2010-08-25 13:08:00,106,2,3,3,8,AtRisk,3
14409,5,1696.64,2010-12-06 15:06:00,3,4,3,3,10,Loyal,3
14410,2,1546.07,2010-11-28 14:57:00,11,4,2,3,9,Potential,3
14412,1,656.16,2010-10-11 12:33:00,59,2,1,2,5,Lost,3
14413,3,647.67,2010-10-25 14:41:00,45,3,3,2,8,Average,3
